Asset1,Asset2,Similarity
AAPL,ADBE,0.8747298065725929
AAPL,CTAS,0.855173616262375
AAPL,GOOG,0.8839878220028358
AAPL,GOOGL,0.8891465002640275
AAPL,MSFT,0.8534412836757129
AAPL,ODFL,0.9151921103049265
ABNB,BKNG,0.8750225617594961
ABNB,DASH,0.897419480483305
ABNB,MSTR,0.9668487494062258
ABNB,NFLX,0.9071320867560095
ABNB,PDD,0.9123148838925458
ABNB,PYPL,0.9453863862769607
ABNB,WBD,0.8567796382053143
ADBE,ANSS,0.9557814847265712
ADBE,CDNS,0.9850197785850905
ADBE,FTNT,0.9145938214197085
ADBE,GOOG,0.992869269155881
ADBE,GOOGL,0.9920982513260416
ADBE,INTU,0.8855952471538849
ADBE,MSFT,0.9796079211317211
ADBE,SNPS,0.9776994178794173
ADI,AMAT,0.9771289725856428
ADI,AMD,0.8662990837287756
ADI,ASML,0.9758176934576231
ADI,AVGO,0.9343755882256584
ADI,GFS,0.9607854313264935
ADI,INTC,0.951471476717436
ADI,KLAC,0.9640098118168801
ADI,LRCX,0.9674686763508157
ADI,MCHP,0.9941160856518619
ADI,MRVL,0.9096187526296304
ADI,MU,0.9221422545323684
ADI,NXPI,0.9893887044266413
ADI,ON,0.9687129478640086
ADI,QCOM,0.9848020391703649
ADI,TXN,0.9604121504145164
ADP,AEP,0.8991285154654174
ADP,CSX,0.8844219437856652
ADP,EXC,0.9240782553285743
ADP,FAST,0.8605316215068789
ADP,PAYX,0.987802272655275
ADP,XEL,0.9038197926193636
ADSK,AMZN,0.9719574442104035
ADSK,CSGP,0.8938366728953873
ADSK,FTNT,0.8928268007423127
ADSK,GOOG,0.8553217622410846
ADSK,GOOGL,0.8534918091595612
ADSK,IDXX,0.9085562810056551
ADSK,INTU,0.9671017634106543
ADSK,ISRG,0.8633756807455029
ADSK,PANW,0.8537315409747859
ADSK,WDAY,0.890289349874173
ADSK,ZS,0.8590028323925913
AEP,CSX,0.8548371589965533
AEP,EXC,0.9840728065997612
AEP,PAYX,0.8833298956998799
AEP,XEL,0.9922640738018454
AMAT,AMD,0.9334364757123551
AMAT,ASML,0.9798001387528483
AMAT,AVGO,0.9618559321645126
AMAT,GFS,0.9874161830808529
AMAT,INTC,0.9167529902233942
AMAT,KLAC,0.9961909615982155
AMAT,LRCX,0.9990055592325768
AMAT,MCHP,0.9794341422231102
AMAT,MRVL,0.9378707910921028
AMAT,MU,0.8937506163686296
AMAT,NVDA,0.8530771279826537
AMAT,NXPI,0.9736503921708675
AMAT,ON,0.965760288491378
AMAT,QCOM,0.9806231929435972
AMAT,TXN,0.9480588850942856
AMD,ASML,0.9465536149906159
AMD,AVGO,0.9257875886250753
AMD,GFS,0.9632003616844879
AMD,KLAC,0.9547596442837716
AMD,LRCX,0.9420913596775026
AMD,MCHP,0.8568970505492828
AMD,MRVL,0.9409598175344625
AMD,NVDA,0.9826438363777501
AMD,ON,0.8708318968740686
AMD,QCOM,0.8999516638766656
AMGN,AZN,0.9096938613223151
AMGN,BIIB,0.8510882391850455
AMGN,GILD,0.9689037183430876
AMGN,KHC,0.876286864356135
AMGN,REGN,0.8503087797980144
AMGN,TMUS,0.8515138339669611
AMGN,VRTX,0.8510524857869192
AMZN,CRWD,0.9246095904722517
AMZN,CSGP,0.8913407420064666
AMZN,DDOG,0.9317993933733367
AMZN,FTNT,0.9025299643337182
AMZN,IDXX,0.8696189423976037
AMZN,INTU,0.9648515048866868
AMZN,MDB,0.9203265803813903
AMZN,PANW,0.9228190983042293
AMZN,TEAM,0.9159137084930832
AMZN,WDAY,0.9494000256320813
AMZN,ZS,0.9503993930713618
ANSS,CDNS,0.9532286330330703
ANSS,GOOG,0.9301130725269112
ANSS,GOOGL,0.9261051306357754
ANSS,INTU,0.8697999747522449
ANSS,MSFT,0.9752093100529917
ANSS,SNPS,0.9496775727635524
APP,AXON,0.9781820921616933
APP,DASH,0.9350999957396817
APP,DDOG,0.8638431565490241
APP,LULU,0.8933658229122274
APP,MDB,0.9016957586448887
APP,MELI,0.9662376124118132
APP,MSTR,0.917134729380034
APP,NFLX,0.9564815649202233
APP,PLTR,0.8928567325355722
APP,PYPL,0.920048476278157
APP,TEAM,0.866544302184884
APP,TTD,0.9732612736438312
ARM,CHTR,0.9012461813585243
ARM,CMCSA,0.8793850400519473
ARM,MAR,0.8751237096745651
ARM,WBD,0.9527530069456414
ASML,AVGO,0.9578687989487489
ASML,GFS,0.9859071156567276
ASML,INTC,0.9143616612791281
ASML,KLAC,0.9832955929731806
ASML,LRCX,0.9760333843650455
ASML,MCHP,0.9598579773066722
ASML,MRVL,0.9428956679168448
ASML,MU,0.8848426965323961
ASML,NVDA,0.8843427662345438
ASML,NXPI,0.9533676270187018
ASML,ON,0.9447864426585394
ASML,QCOM,0.9742150745547005
ASML,TXN,0.9310948105232958
AVGO,CDW,0.8578200319453261
AVGO,GFS,0.9433493178862652
AVGO,INTC,0.9296133617821253
AVGO,KLAC,0.9611806424131707
AVGO,LRCX,0.9591025279448014
AVGO,MCHP,0.9243552623549686
AVGO,MRVL,0.91926311343849
AVGO,NVDA,0.85402709078037
AVGO,NXPI,0.8953563862166862
AVGO,ON,0.8949648308567854
AVGO,QCOM,0.9481089427768683
AVGO,TXN,0.9685401160419865
AXON,DASH,0.9540817235165846
AXON,LULU,0.9513859618588295
AXON,MELI,0.9894387137221156
AXON,MSTR,0.9500157252085836
AXON,NFLX,0.9502956883604434
AXON,PYPL,0.9516960440400021
AXON,TTD,0.9346502856309394
AZN,BIIB,0.9062113000658517
AZN,GILD,0.9055968701373097
AZN,REGN,0.9776682039041019
AZN,TMUS,0.9569593228573374
AZN,VRTX,0.9907753094651631
BIIB,CMCSA,0.9244709189220206
BIIB,GILD,0.9233812290929122
BIIB,REGN,0.938212521521052
BIIB,ROST,0.9153069430539377
BIIB,SBUX,0.86569108634871
BIIB,VRTX,0.8786258568557846
BKNG,MAR,0.9568605805472226
BKNG,PDD,0.904306913659132
BKNG,ROST,0.8859951627953505
BKNG,SBUX,0.8561976844457052
BKR,FANG,0.994311583652727
BKR,GEHC,0.9517528236963252
CCEP,SBUX,0.8846038684791524
CDNS,GOOG,0.9595440787487288
CDNS,GOOGL,0.9580109611283408
CDNS,MSFT,0.9785101857023887
CDNS,SNPS,0.9884642268237556
CDW,CSCO,0.9268751704000896
CDW,CTSH,0.8569051022316895
CDW,INTC,0.8733925048102683
CDW,LIN,0.9014001679427723
CDW,TXN,0.8903575026248317
CEG,CSX,0.8574438846435684
CEG,EXC,0.8735343282980444
CEG,PAYX,0.8905184762359674
CHTR,CMCSA,0.9644424206328478
CHTR,WBD,0.9552424185022095
CMCSA,MAR,0.8997472274783525
CMCSA,PCAR,0.8561297706279429
CMCSA,REGN,0.8634728100566372
CMCSA,WBD,0.9137640394177443
COST,CTAS,0.9490075006257417
COST,FAST,0.8725832784308731
COST,ROP,0.9649615446861382
COST,VRSK,0.8733169289608076
CRWD,DDOG,0.9224948896582613
CRWD,MDB,0.9351171347281975
CRWD,PANW,0.9508579349707789
CRWD,PLTR,0.886069139135338
CRWD,TEAM,0.9738617813765204
CRWD,WDAY,0.8510029392023962
CRWD,ZS,0.9849582218656522
CSCO,CSX,0.861629654850353
CSCO,ODFL,0.8522226503332019
CSGP,IDXX,0.9617201213864904
CSGP,INTU,0.901038159310547
CSGP,ISRG,0.9591302784833164
CSGP,LULU,0.9049756534041158
CSGP,WDAY,0.919943090415935
CSX,EXC,0.8848226750060768
CSX,PAYX,0.9072183029241102
CTAS,FAST,0.9795007453847434
CTAS,ODFL,0.89016910284003
CTAS,ROP,0.9870238198061688
CTAS,VRSK,0.8820275168751862
CTSH,HON,0.9043649586328419
DASH,MELI,0.9824747445242729
DASH,MSTR,0.9512994751537562
DASH,NFLX,0.9067254986683205
DASH,PDD,0.9271592893879315
DASH,PYPL,0.9189134216706197
DASH,TTD,0.8762338566909372
DDOG,MDB,0.9930355197363266
DDOG,PANW,0.8618964197569952
DDOG,TEAM,0.9503578346247503
DDOG,TTD,0.8733527628839209
DDOG,WDAY,0.9406877908391631
DDOG,ZS,0.9739314752992285
DXCM,LULU,0.8546259529558478
EA,PAYX,0.8785229608789051
EA,TTWO,0.8766278408632394
EXC,PAYX,0.9151418998530976
EXC,XEL,0.986528082500791
FANG,GEHC,0.9618804144987452
FAST,ODFL,0.9148967206169623
FAST,ROP,0.9470509391426365
FTNT,GOOG,0.9453356619681033
FTNT,GOOGL,0.9443013375449906
FTNT,INTU,0.9586265117262637
FTNT,MSFT,0.8766884216796926
FTNT,PANW,0.9419044699574929
FTNT,WDAY,0.8669800581267624
GFS,INTC,0.896617746133018
GFS,KLAC,0.9890460670749269
GFS,LRCX,0.9875742569282789
GFS,MCHP,0.9607118533294989
GFS,MRVL,0.9693815254175782
GFS,MU,0.8906636739780467
GFS,NVDA,0.9023722261738887
GFS,NXPI,0.9566379566944464
GFS,ON,0.9680064726145333
GFS,QCOM,0.9782526167136798
GFS,TXN,0.9106928265034636
GILD,REGN,0.8636618469399807
GILD,ROST,0.8600513632286034
GILD,VRTX,0.8536474178803706
GOOG,GOOGL,0.9998540935888389
GOOG,INTU,0.9170084527917293
GOOG,MSFT,0.9552657883332427
GOOG,SNPS,0.9592209508563947
GOOGL,INTU,0.9139060216951804
GOOGL,MSFT,0.9533011463734797
GOOGL,SNPS,0.9564423515459943
HON,LIN,0.8533335102443947
IDXX,INTU,0.930534979540387
IDXX,ISRG,0.9899682891350744
IDXX,WDAY,0.8694816382651552
INTC,KLAC,0.8879338763179977
INTC,LRCX,0.8997976872558843
INTC,MCHP,0.9526425444808216
INTC,MRVL,0.9078540791464824
INTC,NXPI,0.9197180309541252
INTC,ON,0.9349847866065253
INTC,QCOM,0.9658145837664619
INTC,TXN,0.9814984715648609
INTU,ISRG,0.8721020726471492
INTU,MSFT,0.8564739448917431
INTU,PANW,0.906360704372904
INTU,WDAY,0.9452251469763662
INTU,ZS,0.8549702498679868
KDP,KHC,0.9094633096346119
KDP,MDLZ,0.9906586080857609
KDP,MNST,0.8530070769419262
KDP,ORLY,0.9804883442008479
KDP,PEP,0.9778554273203819
KHC,MDLZ,0.9072270042280184
KHC,ORLY,0.9102408986828258
KHC,PEP,0.904164418572783
KHC,TMUS,0.8656835267326937
KLAC,LRCX,0.9979414071610678
KLAC,MCHP,0.9610308554141314
KLAC,MRVL,0.932151357015294
KLAC,MU,0.8858936595464434
KLAC,NVDA,0.8881654345570965
KLAC,NXPI,0.9579196807910618
KLAC,ON,0.9464578883641356
KLAC,QCOM,0.9658535249220933
KLAC,TXN,0.927477564421298
LRCX,MCHP,0.9706031096399602
LRCX,MRVL,0.9351218640736129
LRCX,MU,0.8889465946956537
LRCX,NVDA,0.8667329550665048
LRCX,NXPI,0.9662836871917885
LRCX,ON,0.9586233059906667
LRCX,QCOM,0.9725274218445592
LRCX,TXN,0.9364584736235364
LULU,MELI,0.9232792256428429
LULU,MSTR,0.8671685332421316
LULU,NFLX,0.8607743876573875
LULU,PYPL,0.86941004526134
LULU,TTD,0.8500880113638614
MCHP,MRVL,0.9178390420833203
MCHP,MU,0.9233647754156578
MCHP,NXPI,0.994983266548161
MCHP,ON,0.9847760858126786
MCHP,QCOM,0.988734898525007
MCHP,TXN,0.958694684327625
MDB,PLTR,0.8954173881667955
MDB,TEAM,0.9711657976115114
MDB,TTD,0.9187986778681355
MDB,WDAY,0.9066187895934045
MDB,ZS,0.9774505088762283
MDLZ,MNST,0.8718615363958186
MDLZ,ORLY,0.9867478649623516
MDLZ,PEP,0.9606849661910047
MELI,MSTR,0.9423672775052134
MELI,NFLX,0.9200589845580608
MELI,PYPL,0.928617835730955
MELI,TTD,0.9030356865799568
META,TSLA,0.8686546062285185
MNST,ORLY,0.8525489053610481
MRVL,NVDA,0.8844010723621247
MRVL,NXPI,0.8967972826096798
MRVL,ON,0.9540103665224318
MRVL,QCOM,0.9640685686472504
MRVL,TXN,0.888581027323907
MSFT,SNPS,0.9525549654607531
MSTR,NFLX,0.9700604384462892
MSTR,PDD,0.8741064188889696
MSTR,PYPL,0.9841314271476626
MSTR,TSLA,0.8956017702165606
MSTR,TTD,0.9116223577860677
MU,NXPI,0.9563781513446924
MU,ON,0.9138693231997057
MU,QCOM,0.8825225765407559
NFLX,PLTR,0.9375693783079713
NFLX,PYPL,0.974496733115097
NFLX,TSLA,0.9089084324990346
NFLX,TTD,0.9767168359865395
NXPI,ON,0.9798875434295042
NXPI,QCOM,0.9745868019187953
NXPI,TXN,0.929010293044084
ON,QCOM,0.9878070267159964
ON,TXN,0.9209659047581039
ORLY,PEP,0.9758566238969336
ORLY,TMUS,0.8506465641531267
PANW,TEAM,0.8896381397773753
PANW,WDAY,0.884446583442518
PANW,ZS,0.9302463453197404
PAYX,XEL,0.8737250699290672
PLTR,TEAM,0.9111654296510446
PLTR,TSLA,0.927805199456788
PLTR,TTD,0.9719508097402777
PLTR,ZS,0.8899985697451301
PYPL,TTD,0.909800759434455
QCOM,TXN,0.9616126901844404
REGN,TMUS,0.8909714037064791
REGN,VRTX,0.9763464027564983
ROP,VRSK,0.9313509571664214
ROST,SBUX,0.9925067470176131
TEAM,TTD,0.9104355986883902
TEAM,WDAY,0.8722100946619842
TEAM,ZS,0.9776465168020091
TMUS,VRTX,0.9564222039177301
TSLA,TTD,0.9143614292964243
TTD,ZS,0.869568426162633
WDAY,ZS,0.905364078623578
